,text,misinformation,index
2817,"Dossério de Ciro Gomes: Ciro Gomes: POLICE FOR SAFEGUARDERS Ciro sobre a Igreja Católica Ciro sobre aborto Ciro sobre a polícia Ciro sobre os protestantes Ciro sobre a machista Ciro sobre o homofobia Ciro sobre a """" guerrilla """" Ciro sobre resolver a banditería Ciro sobre uma mulher humilde a pedir saúde Ciro sobre enviar o irmão do doente para fora Ciro sobre defender a exposição santander Ciro sobre apoiar Dilma e Temer Ciro sobre a confiscação de lula Ciro sobre Sergio Moro Ciro sobre sair do palco para a brigada Ciro sobre assinar protestantes Ciro sobre responder a mais de 80 processos Resumen: Ciro Gomes é um comunista filantropa Ciro Gomes é uma viúva doente Ciro Gomes é um socialista sem coração",1,4650
2818,"O Goliat está armado, em Cima da Hora a TSE publica o uso de camisas de candidato, ou algumas pessoas têm uma camisa amarela, algumas têm uma camisa de Bolsonaro, os questionadores descobrirão quem são as pessoas que votaram para Bolsonaro, então é fácil para eles anularem o seu voto, eles simplesmente removem a sua Assembleia, ou colocam o 17.o à frente da sua Assembleia pronta, vocês anulam apenas o vosso voto, mas ainda há muitas pessoas a perder, a ideia espalha-se, quer um conselho nem sequer tenha uma camisa amarela, quer seja uma camisa de Bolsonaro, seja uma camisa normal, não faz nada de errado com uma eleição que basicamente ganhou na primeira ronda! (Aplausos)",1,4656
2819,"ATTENção, a partir de 10 horas deste sábado, é um crime usar redes sociais (inclusive WhatsApp) para: 1) divulgar a PROPOSAL de qualquer partido ou candidato; 2) publicar os CONTENTS de qualquer novo partido ou candidato. Pénalidade de seis meses a um ano, com a alternativa de proporcionar serviços comunitários durante o mesmo período, e uma multa de entre 5 320,50 e 15 961,50 R$. O conteúdo publicado pode permanecer nas vossas páginas — Mais detalhes: Art. 81, Resolución 23.551/2017-TSE (e resumindo: A partir de 10 horas do sábado e todos os domingos, NINGÚN REPRESENTação, NINGÚN PROPOSAL e NINGÚN Votos para um candidato em particular. Permitem apenas demonstrações individuais (por isso não constituem os 2 items anteriores). Bolsonaro 17 & Flavio Bolsonaro 177 & Wilson Witzel 20",0,4657
2820,"Vamos usar a estratégia para a segunda ronda: não partilhar nada ofensivo com o Nordeste! 2014 A Internet está cheia de ofensas, e Dilma cresceu ridículamente na segunda ronda. Partilhem mensagens positivas sobre ele e mudam. Guardem os vossos medos, transmitam confiança para ganharem votos. Vejam as notícias, as notícias falsas estão contra vocês. As eleições são duas rondas, é a regra. Agora é o momento.",0,4658
2821,[Haça cuidado!] Os animais de estimação estão a publicar mensagens a gritar aos eleitores do Noroeste como se fossem os eleitores do Bolsonaro noutros estados do Brasil para provocar raiva entre os eleitores do Noroeste. Vejam isso!,1,4659
2822,"Bolsonaro e Mourão estão numa loja de celador. Um cliente aproxima-se deles e pergunta: """" De que é que estás a falar tão visivamente? """" Estamos a fazer planos para resolver o problema brasileiro de uma forma muito rápida e discreta, """" respondeu Bolsonaro, """" Uau """", exclama o cliente. """" E quais são esses planos? """" No Brasil, vamos matar 14 milhões de peões, um Greco e um Colorado, respondeu Mourão. O convidado está confuso, e pergunta: """" Um Greco e um Colorado? Porque é que vais matar um Greco e um Colorado? """" Bolsonaro dá uma mão na costas de Mourão, e diz: """" Não lhe disse? Ninguém vai perguntar sobre os 14 milhões de peões!",0,4660
2823,"FORA: ✅-Dilma Rousseff (PT-MG); ✅-Beto Richa (PSDB-PR); ✅-Lindbergh Farias (PT-RJ); ✅-Sarney Filho (MDB-MA); ✅-Eduardo Suplicy (PT-SP); ✅-Lúcio Vieira Lima (MDB-BA), irmão de Geddel; ✅-Jorge Viana (PT-AC), ✅-Delcidio del Amaral (PTC-MS); ✅-Romero Jucá (MDB-RR); ✅-Fernando Pimentel (PT-MG); ✅-Vanessa Grazziotin (PCdoB-AM); ✅-Cassio Cunha Lima (PSDB-PB); ✅- Fernando Collor (PTC-AL); ✅-Roseana Sarney (MDB-MA);",0,4661
2824,"ATTENção! Urgente! Eles pegaram, no meio da noite, no juiz da Corte Suprema de Curitiba! Vamos agir, gente! Temos de fechar o Congresso e a Corte Suprema!",1,4662
2825,"Em 2005, um oradora levantou-se sozinho à frente do Congresso.",0,4663
2826,"""'Finally Gotcha!'"" ""_Colletânea Dilma Rousseff_* É isso, PT Complete Work. É uma réplica! Edição de coletores! (Risos) (Aplausos)",0,4664
2827,"Pessoas, vocês estão a tentar incriminar alguém que não tem tido um buraco na sua vida pública quando se trata de corrupção, e eu estou a pedir-vos que """" não gostem """" dos links no fundo do YouTube, onde estão a tentar pressionar a Rosa Weber para falar sobre """" Bolshoo """". (Risos) O BRASIL É CONFIDENTIAL, O CAPITão está a acabar, vocês não gostam dela. (Risos) Vladimir Brichta Caetano Veloso Camilla Pitanga Zezé Polessa Sophie Charlotte e outros Igor Angelkorte Eu não gosto de todos, e denuncio conteúdo que é óptimo e abusivo",1,4665
2828,"É graças aos soldados, não aos sacerdotes, que podemos ter a religião que queremos. É graças aos soldados, não aos jornalistas, que temos a liberdade da imprensa. É graças aos soldados, não aos poetas, que podemos falar em público. É graças aos soldados, não aos professores, que há liberdade de educação. É graças aos soldados, não aos advogados, que há direito a um julgamento justo. É graças aos soldados, não aos políticos, que podemos votar.",1,4666
2829,"Amigos apoiantes do Capitão, aqui está uma dica: Há um fluxo falso circulando no WhatsApp chamado """" Jair Tickets """", que diz às pessoas para digitarem o número 17 no seu slip de voto, tirarem uma foto, e enviarem-no aos grupos do WhatsApp. Isto é FALSO. Sabemos que o apoio para o Bolsonaro nas redes sociais é enorme, mas é importante que publicamos apenas o que é verdade. Não partilham mensagens sem verificar a sua verdade. A plataforma,fiscaisdojair.com.br, é a única que contém informação oficial, para que entendam como ajudar a garantir a transparência das eleições, de forma segura e legal. Um grande abraço!",0,4670
2830,""""" Não estou em aliança com o diabo. Não estou em negócios com princípios, não estou em negócios com órgãos, não estou em negócios com acusações de que isto não é meu, isto é do Papa """". ️ Ver a história completa aqui: (Aplausos) César Simoni - Pré-candidate para o Gobernador das TOCANTINES ✅ Juntem-se às nossas redes sociais: (Aplausos) www.facebook.com/cesarsimonioficial www.instagram.com/cesarsimonioficial www.youtube.com/channel/UCyks5rCGqiL_kppOttLwZMw #VenhaPraNossaPréCampaign #DeUmBastaNaVelhaPolitica!",0,4671
2831,"A atenção! Urgente! Uma grande demonstração no sexta-feira, 7 de setembro, 2018 através do território nacional do Brasil durante três dias consecutivos, no 8 de setembro, 9 de setembro, com todos os prisioneiros brasilianos a sair às ruas, indianos, negros, brancos, homosexuais e pessoas LGBT conservadoras à direita; Patriotas, defensores da família tradicional, pais e pastores; cristãos católicos, evangélicos e judeus; Intervencionistas, Gardas de Metro, Gardas de Segurança, polícia militar, polícia civil e federal, Exército e Marina do Brasil e todos os trabalhadores e estudantes e homens brasilianos; Vamos forçar todos os comunistas e socialistas corruptos no nosso Brasil; Não vamos aceitar que o Brasil se torne um Venezuela no poder dos comunistas de esquerda que são defensores dos bandidos e dos corruptos; Vamos proteger",0,4674
2832,"A atenção! Urgente! Esqueçamo-lo para os vossos amigos e família! Uma grande demonstração no sexta-feira, 7 de setembro, 2018 em todo o território nacional do Brasil que irá durar 3 dias 8 de setembro, 9 de setembro... Invitem todos os indianos de direita do Brasil, negros, brancos, homosexuais e conservadores LGBT para irem às ruas; Patriotas, Protetores Tradicionais da Familia, Pais e Pastores; Cristianos Católicos, Evangelicos e judeus; Intervencionistas, Gardas Metropolitanas, Watchdogs, segurança, polícia militar, polícia civil e federal, Exército Brasil, Aeronáutica e Marina; Trabajadores de homens, mulheres e estudantes do Brasil. Vamos expulsar todos os corruptos políticos comunistas e socialistas do nosso Brasil. Não vamos aceitar que o Brasil se torne um Venezuela e que haverá",1,4675
2833,"Victoria do direito à vida na Argentina, por 38 a 31 a lei que iria legalizar o aborto foi rejeitada, não apenas uma Victoria do povo argentino, mas de todos aqueles que têm defendido a vida desde o seu início, o debate continua e o Brasil e um dos próximos protagonistas desta luta pelo direito à vida e pela não-criminalização do aborto. #LutaPelaVida #AbortoÉacrime",0,4676
2834,Eu votoi na Síria. Ele disse que ia tirar toda a gente da PCS.,0,4681
2835,"Um bom dia animado. Certo? Estou a pedir * ajuda na interação com os meios de comunicação de César Simoni e Augusto Simoni, * partilhar, partilhar em grupos de Facebook, comentar, marcar amigos e apontar a página aos amigos. Precisamos dos meus amigos, desta ajuda, não temos dinheiro para pagar a distribuição, estamos a fazer uma campanha limpa, honesta e completa. Precisamos de mostrar às pessoas dos Tocantins que *Bolsonaro tem os seus representantes no estado *, ligando o voto do Bolsonaro aos candidatos do partido. A única hipótese que temos de ganhar é apenas isso, mostrar que à frente deste cenário caótico temos candidatos honestos e dispostos a promover a mudança dos Tocantins. Todos os nossos esforços precisam de ter sentido, eu não vejo esta ajuda da milicia no Facebook, Instagram e YouTube. Vamos ser",0,4682
2836,André Luiz Azevedo Dias convidou-vos a ver um canal da aplicação de mão. Haz clic para participar.,0,4683
2837,"Alguns amigos perguntaram-me: """" Simoni, porque é que aceitaste o Secretário da Segurança Pública? """" """" Você é um ativista da justiça, não tem nenhuma experiência em administração pública. Porque é que aceitaste? """" Seguim-me nas redes sociais: (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (Aplausos) (",0,4684
2838,"Installem a aplicação LEVEZ e têm mais liberdade, paguem em dinheiro ou por carta. #LEVEZapp",0,4687
2839,"O caso do Wal: Globo está desesperada pela marca de Bolsonaro e está a tentar por todos os custos levar as eleições para a segunda ronda, porque há uma grande probabilidade de que o capitão seja eleitado pela primeira. ontem, foi resaltado um procedimento padrão no que se refere ao assessor do Wal, uma mulher negra e pobre que teve um emprego do Bolsonaro. Não há nada de errado em contratar o assessor porque cada oradora pode contratar pessoas nas urnas, e eles não precisam de seguir o horário da Câmara dos Representantes, o horário está claramente definido entre o oradora e o assessor, não há nada de errado com isso. O Mecanismo vai fazer tudo para tirar o Bolsonaro do Planalto, e isso não requer que mentis e manipules, incluindo fazer com que uma mulher negra e pobre perda o emprego! O Bolsonaro não tem dinheiro para a campanha, ele tem apenas o seu",1,4688
99,"Agora mesmo, muito bem, bem feito ao PROFESSOR EDSOM e ao F.A. FARLEY.",0,4689
2840,"ATTENção EN PALESTINO E REPUBLIC, O SALVADO E O HOLLY DAY, JORGE DOUGLAS, Ele está no HOTEL ROME IN PALESTINO de 8h00 a 10h00 neste mês de AUGUST, nos dias seguintes: Lunes, 16 de sexta-feira, 17 de sexta-feira O cuidado será entregue por rendez-se, pelo telefone: (63) 98453-1062 WhatsApp e (63) 98136-3933.",0,4690
2841,"O tipo que ainda duvida se vai votar pelo Bolsonaro ou não, independentemente de que ele ganhe, vai receber uma dessas manchetes para cada eleitor.",0,4693
2842,"Olhem ali, é heartbreaking, dois meses a trabalhar em entregas de gás!",0,4697
2843,Está a ser difundida no ZAP do CUT por todo o Brasil.,0,4698
2844,"Vamos fazer uma lista de quem pode contribuir para os autocolantes, e vou pegar no vosso nome e colá-lo na lista aqui se quiserem ajudar. Cada metro de autocolante custa 25 reais. * Cuenta de depósito. * Banco do Brasil Agência de Cuenta Current 1886-4 Cuenta Current 88,571-1 Josimar R Souza Enviar o depósito é... 1M. Fabriccio Carvalho✅ 1M. Waldez GP 1M. Josimar Ribeiro ✅ 1M. Wilson Almeida✅ 1M. Gustavo ferreira 1M. Flávio Mota ✅ 1M. Breno",0,4699
2845,"A campanha já começou e precisamos de chegar ao topo! amanhã à 8 h, o candidato para governo do estado dos Tocantins, apoiado pelo Sr. Bolsonaro, César Simoni, estará na Aureny I Feira, em Palmas-TO. Vamos avançar com esta campanha e caminhar juntos! Precisamos de mudar o Brasil, mas mesmo!",0,4701
2846,"O terceiro verdadeiro da pesquisa, já que o inculpado da segunda instação por corrupção e o lavado de dinheiro não vai estar na urna, a explicação final de William Bonner foi demasiado demais.",0,4703
2847,"O menino vem ao professor e diz: """" O meu professor, o meu gato tem oito gatos e todos vão votar pelo Lula. """" """" Oh, menino, vamos visitar o Lula amanhã no cárcere, e tu vais dizer-lhe isso. """" No outro dia, o menino, na visita, diz ao Lula: """" Lula, o meu gato tem oito gatos e um vai votar pelo teu. """" O professor que não entende uma pergunta: """" O menino não disse que os oito gatos vão votar pelo Lula? """" """" Você era o professor, mas sete deles já abriram os olhos. """" (Risos) (Aplausos) (Aplausos) (Aplausos) Por favor, fechem os olhos também. Não conseguem imaginar quantas pessoas ainda têm os olhos fechados.",0,4704
2848,Installem a aplicação LEVEZ e tenham um bom dia. Pagem em dinheiro ou por cartão. #LEVEZapp,0,4705
2849,"Para os Palm Pilots — TO: No próximo sábado de 10 a 11 da manhã na Praça Girassol, estarei nessa altura para distribuir os autocolantes para todos os que estiverem interessados nos grupos.",0,4708
2850,"O Bolsonaro e o Mourão estão numa pizzeria de um celador, um cliente aproxima-se deles e pergunta: """" De que é que estás a falar tão visivamente? """" Estamos a fazer planos para resolver o problema do Brasil de uma forma muito rápida e discreta, """" respondeu o Bolsonaro, """" Uau """", o cliente exclama, """" E quais são esses planos? """" No Brasil, vamos matar 14 milhões de peões, um flamenco e um espanhol """", respondeu o Mourão. O convidado está confuso, e ele pergunta: """" Um flamenco e um espanhol? Porque é que vão matar um flamenco e um espanhol? """" O Bolsonaro dá-lhe uma mão na costas do Mourão, e ele diz: """" Não me disseste? Ninguém vai perguntar sobre os 14 milhões de peões! """"",0,4710
2851,"Sábado, 25 de Agosto e 8 de setembro, às 10 da manhã, em frente do Rio Sono Hotel. Saiam dos vossos carros e preparem-se para ir.",0,4711
2852,"Nesse sábado na Praça de Girassol, das 10h às 11h, vou lá estar para o distribuir aos membros do grupo ou a quem quiserem, e vamos fortalecer o nosso candidato e lutar pelo nosso Brasil. Espero isso.",0,4713
2853,"READING — Libertar-se das aplicações Olá, Estou a convidar-vos a viajar com a aplicação READING. Saiam agora e reportem o vosso código d9ae1e na criação da vossa conta.",0,4717
2854,"Recordando: A maioria dos presidentes norte-americanos tem sido militar, o que ajuda a explicar a rigorosa disciplina e aplicação das leis num país com 330 milhões de habitantes, em grande parte como resultado da imigração, como o Brasil. Estamos sempre atrasados e abaixo, e temos apenas um Capitão para moralizar o nosso país. Generais: George Washington Dwight Eisenhower Ulysses Grant Major General Andrew Jackson William Henry Harrison Zachary Taylor Rutherford Hayes James Garfield Brigadier General Franklin Pierce Andrew Johnson Chester Arthur Benjamin Harrison Prince Thomas Jefferson James Madison James Monroe James Polk Theodore Roosevelt Harry Truman Major General William McKinley Millard Fillmore Capitão John Tyler Abraham Lincoln Ronald Reagan Soldier James Buchanan Naval: Comandante Lyndon Johnson Richard Nixon Comandante-in-Chief Gerald Ford Comandante John Kennedy Jimmy Carter George Bush (Pai) Guard National Texan",1,4719
2855,""""" Votei NO """" para o Senador. Classa de vagabundos. """" Eles não approvam os menores. """" Eles não approvam as melhorias para as pessoas. """" Diz-me a um Senador que não tem um processo # purificador. # purificador.",0,4720
2856,"Queridos, já que eu sei que, ao início, vocês não vão acreditar que a maioria dos presidentes americanos eram militares, decidi fazer uma lista com patentes e nomes, e aqui estão eles: Generais: George Washington Eisenhower Ulysses Grant Major General Andrew Jackson William Henry Harrison Zachary Taylor Rutherford Hayes James Garfield Brigadier General Franklin Pierce Andrew Johnson Chester Arthur Benjamin Harrison Prince Thomas Jefferson James Madison James Monroe James Polk Theodore Roosevelt Harry Truman Major General William McKinley Millard Fillmore Capitão John Tyler Abraham Lincoln Ronald Reagan Soldier James Buchanan Navegação: Comandador Lyndon Johnson Richard Nixon Comandador Gerald Ford Comandador John Kennedy Jimmy Carter George Bush (Fevereiro) Garda Nacional Commandante-Chief do Texas George W. Bush (Fevereiro) Parece-me que para os americanos serem presidentes têm que ser militares, e",0,4721
2857,Bolsonaro tirou uma bala no abdómen no gabinete de um juiz externo.,0,4727
2858,"(Risos) Marina Silva tem sido atacada. Eles apenas lhe fizeram um jogo de """" Jequiti """". Ela não está a sair bem, e ainda é feia.",0,4728
2859,Ser diretivo é pensar: O homem é homem; a mulher é mulher; o gai é gai; o branco é branco; o preto é preto; o açúcar é cão; o rico pode ser pobre; o pobre pode ser rico; o capitalismo é uma forma de vida; o comunismo não funciona; a religião é religião; a polícia é polícia; a banditería é proibida; e o fascismo é aquele a quem não se pode oponer. Ser cego é pensar: O homem é gai; a mulher é gai; o gai é o que ele quer; o branco é devedor histórico; o preto é um crente histórico; o rico é o oprimidor; os pobres podem ser tratados; o capitalista é puro; o comunista tem razão; as ditaduras de esquerda são boas; a religião é mal; a banditería é vítima; o idiota é intelectual; a polícia é pro,1,4729
2860,"De estudos baseados em automóveis, aqui estão os resultados das eleições gerais de 2018: Bolsonaro: 27 por cento Alckimin: 7 por cento Herbal: 20 por cento Venta: 23 por cento Deus me deu: 8 por cento TIME GREAT NO CAI: 38 por cento Estou aqui mas estou a ser pago: 2 por cento Adoro a minha irmã no topo",0,4730
2861,"O candidato Bolsonaro com a sua taxa de rejeição muito elevada, de acordo com Datafolha, estaria aqui neste Natal — porque ele não pode estar aqui, olhem para a pequena União que os seus eleitores fizeram...",0,4731
2862,"Pessoas para Bolsonaro. Estou a fazer uma campanha de e-mail para todos. Trata-se de um vídeo em que um funcionário da PSDB diz que está a fazer uma mentira e está a votar em Bolsonaro a pedir às pessoas que ponham o número 17 à frente da sua assinatura durante o voto. Precisamos de parar de publicar este tipo de vídeo como uma questão urgente, e quando alguém o publica, precisamos de tentar explicar às pessoas que isto é uma farsa que incita os eleitores a cancelar o seu voto, e também a cometer um crime eleitoral. Isso é muito sério. Hoje liguei a TED e informei-me disso, e o anfitrião foi muito eloquente ao dizer que isto não é permitido, e que além de anular o vosso voto, também criminaliza aqueles que o fazem porque prejudica o selo do voto que é sistematicamente proibido pela legislação eleitoral. Portanto, sem",1,4733
2863,Este vídeo é sobre bandeiras verdes e amarelos brasilianas a ficarem entusiasmadas.,0,4735
2864,"""Votador, têm alguma ideia do que 30% dos votos no Noroeste significa para Bolsonaro? Muito mais! Deviam ser impressionados. """" Não sejam críticos com o Noroeste neste momento com comentários xenófobos, é tudo o que a PT quer! O Noroeste está acordado! Abençoe o Noroeste brasileiro!"" (Eduardo Bolsonaro)",0,4736
2865,"Quero agradecer e felicitar todas as pessoas que nos ajudaram, que nos escutaram, que apoiaram esta ideia de renovação política nas Tocantinas, que lutaram por uma representação política decente. Quero agradecer e felicitar todas as pessoas envolvidas na campanha FARLEI O FEDERAL. Quero agradecer e felicitar todas as pessoas que contribuíram à estrutura deste movimento de direita organizado nas Tocantinas a apoiar a candidatura presidencial de Jair Bolsonaro. Quero felicitar e felicitar todas as pessoas que lutaram para conseguir um lugar na política, especialmente os bons candidatos para o PSL/TO. Quero felicitar e felicitar todas as pessoas que lutaram para tirar o pior do poder no Brasil. Quero felicitar e felicitar a parte da sociedade brasiliana que não é familiar com a realidade política do país, que tem uma visão crítica, que prescrive eficiência,",0,4740
0,Haddad Propose Libertar-se da Prisão por Pequeños Crimes | ções-2018/haddad-proposes-libertar-se-de-prisão-por-pequeños-crimes-1.2030370,1,4742
2866,"Jair está prestes a atingir dois milhões de visitas no seu canal oficial de YouTube, ele tem de atingir dois milhões de visitas antes das eleições — vamos dar-lhe a alegria — libertar esse link à sua Whatasapp e às contas dos """" media """" sociais.",0,4745
2867,"O Haddad foi para a Itália pedir o apoio do Papa, e decidiu ver a Virgenda Maria no Vaticano. Quando a Virgenda Maria estava terminada, recebida no público, ela não falava, e perguntou ao Papa: """" Sua Santidade, há uma reunião algures no interior? Será porque estou muito apertada, preciso de uma refeição, senhor entende? """" E o Papa pensou, pensou e disse: """" A refeição está um pouco longe, """" mas mesmo ali naquele coelho está uma estatua de São Peter. Podes ter uma refeição ali. """" Ele disse: """" Tudo bem! Se a Sua Santidade estiver a falar, eu vou. Mas não é um pecado receber uma refeição em São Peter? """" Ele disse: """" Sim. Mas para aqueles que já estiveram",0,4747
2868,O Presidente da República Michel Temer fala com Fernando Haddad de uma forma muito séria e pede-lhe que diga a verdade e seja um homem.,1,4750
2869,"Alguma vez imaginaram na vossa vida: """" Batman é corajoso """", ""Batman é corajoso"" ""Batman é corajoso"" ""Batman é corajoso."" Mas se não conhecem aquele pequeno tipo, vejam o que ele fez na comissão P.T.",0,4752
2870,"*ATTENção* *PALMAS* e *REGIÃO*, o *IRIDOLOGO* e a Trinidade Santo, *JORGE DOUGLAS*, vão cuidar do *HOTEL ROMA*, em PALMAS, nos dias seguintes: > *18 de outubro* (Frida) (9:00 a 22:00); > *19 de outubro* (Frida) (8:00 a 17:00) O cuidado será por rendez-se. ordem por números. (63) *98453-1062* WhatsApp e (63) *98136-3933*.",0,4753
2871,"Todos bons dias. Último tiro, apenas uma semana para enterrar o PT e a esquerda. O dia 28 é 17! #BrasilMuda #MudaDeVerdade",0,4756
2872,Caixa 2: TRE ensina jornais falsos para Fernando Haddad e contra Jair Bolsonaro no sítio principal de Sindipetro em Macau.,0,4757
2873,"Que vergonha! Fabricado por Urbano Santos MARANHÃO, persuade as pessoas a comprar apenas dos vendedores de fidelidade da LULA.",0,4758
2874,Manifesto de PT numa cidade do SP. Vejam o que eles dizem enquanto passam à frente de uma igreja evangélica. Isto é para aqueles de vocês que ainda não pensam que vão fechar igrejas e perseguir cristãos. E há Cristo que quer votar pelo PT. Quero ver se conseguem explicar isso com Cristo um dia.,1,4760
2875,"Não há dúvida que a verdadeira aceitação popular de Bolsonaro está em casa de 70% dos eleitores brasilianos, eleitores que nunca mudariam o seu voto nas urnas, motivados pelo engano de pesquisa falsa, mesmo porque o rejeito do comunismo é agora total e irreversível. Agora, onde estão as verdadeiras autoridades neste país para aceitar ainda mais desempenhos fraudulentos no caminho para as urnas de segunda ronda, manipulados pelo sistema? Vamos olhar apenas para o que vai acontecer às escolas secundárias desta semana... o retorno de Bolsonaro e a aliança de Haddad para o consumo diabólico. Certo, é um GERMAN DEMOCRACY-CONFIDENTIAL. Vamos unir-nos, empresários, viajantes, pessoas religiosas, famílias, intervenientes... pela salvação da Patria.",1,4761
2876,"["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"] ["""" Globo Red X """"]",1,4762
2877,"Olá a todos. A última corrida, apenas um dia para enterrar o PT e a esquerda. O dia 28 é 17! #BrassianMuda #VerityMuda #B17 ✨✨✨",0,4765
2878,"URGENCY- URGENCY- URGENCY. Há muito a acontecer para combater o crime. Os Pro-Bolsonaro Patriotic Groups estão a pedir a toda a gente que tome a Lei do resultado, ponha o número 17 no seu campo, tira uma foto dela, envie-a à Representação de Bolsonaro através das redes sociais, para terem a prova por sessão, por local, etc. Se eles provarem mais de 60 milhões de votos válidos, e não aparecerem no voto, isso prova fraude, e com os Advs, eles vão votar contra as eleições e vão ter que o voltar a emitir em células de papel. É uma boa táctica. Passem essa ideia a tantas pessoas quanto possível. 50+1 já prova fraude se há uma. Sitio web para enviar essa prova: www.fiscaisdojair.com.br Então 159",1,4766
2879,"***URGENT... DIVULGUEM... BOA VISTA PREFIT IS AGREDIDATED AGAINST THE PETISTA PRESIDENT OF THE ASSEMBLY*** Teresa Surita, irmã de Emil Surita Ela é a presidente de Boa Vista RR. E ela foi avalada pelo presidente da assemblia, Jalser Renier q invadiu a rádio e começou a chamar ao presidente da vaca da assemblia, que é uma rapariga bandida e ela vai prender pq ela foi para apoiar o candidato ao governo de Bolsonaro. O presidente da assemblia, ele foi ao topo da prefectura. É o PT que defende as mulheres? São as feministas da esquerda neste momento? Tudo está bem, porque ele foi um colega da esquerda q que agressou.",1,4767
1,Responde à morte do soldado do PQD que foi atingido ontem na Operação Parakeet.,1,4769
2880,"Amigos de Piauínese, pedimos a vossa ajuda para entrar nas carreiras políticas dos senadores federales que votaram em favor da reforma do trabalho e possivelmente votarão em favor da reforma da previsão. (Risos) (Aplausos) (Aplausos) Atila Lira (PSB), Heraclito Fortes (PSB), Rodrigo Martins (PSB), Iracema Portela (PP), Maia Filho (PP), Julius Caesar (PSD), Marcelo Castro (PMDB), Silas Freire (PR), Pães Landim (PTB), copia e cola na vossa parede. (Aplausos) Ajuda-nos a não reelecionar os traidores destas pessoas! #pass.",0,4771
2881,""""" Globo News """" peço desculpa por ter convidado o General Heleno para este debate. O General Heleno tem quatro estrelas, """" e em todo o Brasil há apenas 15 generales quatro estrelas """" como ele """" em trabalho activo. A TV presentou este vídeo esta manhã, e depois o Congresso e o Senado chamaram a TV, ameaçando remove-lo de outros jornales. Já foi removido do YouTube. Esqueçam-se — vejam o vídeo — e ele encolhou-o. Ele disse: """" Isso vai ser mais uma vez. """" Mais uma vez, isso é exercer o vosso direito à cidadania.",1,4772
2882,"Manaus acabou por ter uma grande demonstração do Senado e da candidata a reeleção, Vanessa Graziotim, em favor de Lula e do PT. Vejam o vídeo. """" É horrível """".",0,4774
2883,"Olá, pessoal, vamos votar no boletim digital. Selecione o vosso estado e vota como assistente federal no Quarteiro-Geste da Força Aérea de Everton NR 1722 PSL-PI",0,4775
2884,O lado positivo do fogo de acampamento: Eunicio está a distribuir um Band-Aid a Ciro Gomes.,0,4777
2885,"Alvaro Dias diz que Bolsonaro está """" quase morto """" — O apartamento e a AJUDA estão a sair de um caminho dos salários próximos de Nuna.",0,4779
2886,CASA CAIU: A conspiração pode trazer à frente as pessoas muito importantes envolvidas no ataque contra Bolsonaro — # COMPPARTILHE * CASA CAIU: Vamos livrar-nos do que estou a fazer com Bolsonaro.,1,4782
2887,"O que significa, """" Se Bolsonaro é eleito, eu vou sair do STF """", diz Gilmar Mendes — o MEDAL que está a desenvolver o Estado.",1,4783
2888,"Alvaro Dias diz que Bolsonaro está """" quase morto """" — """" O apartamento e a AJUDA estão a deixar um caminho de NUNCA para nenhum outro lado do mundo.",0,4784
2889,"Nos tempos de incerteza, a nação brasileña tem sempre virado-se para as forças armadas, o último obstáculo contra aqueles que querem escravizar o país com ideologias sangrentas. Nestas eleições, convocadas pelo povo, temos mais de 100 candidatos às forças armadas em diferentes estados do Brasil. Em Piauí, temos o Capitão Everton Araújo do Exército Brasil, um funcionário formado na Academia Militar AMAN, a mesma escola de treino Bolsonaro, e o General Mourão, o único candidato para o Viceministro Federal das forças armadas e o primeiro funcionário a candidatar-se a um lugar federal no estado de Piauí.",0,4786
2890,LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S LET'S,1,4788
2891,"O General Mito e o juiz Sergio More vão estar ao meu lado em Joinville, CA. O limite para o crime de organização política será demasiado grande, demasiados heróis para irem aos tribunais, incluindo em Santa Catarina. Eles vão lutar contra as agências de aplicação da lei.",0,4790
2892,"Senhoras e senhores, sou a Gisele Musse, pediatra em Curitiba, e o seguinte som é do meu marido. Não é falso. Ouçam, é muito importante.",1,4792
2893,Dois carros Bombay tentaram atravessar a fronteira do Paraguay para o Brasil naquela noite.,1,4793
