,text,misinformation,index
16387,“Na Bahia a PM marcha rumo ao Palácio do Governo…pedindo a renúncia do governador Rui Costa. “Não cumpriremos mais esse decreto absurdo”…. Diz  a PM”.,1,16387
16327,"“Assistam a esse vídeo! ATENÇÃO! A partir de hoje, 12/04, qualquer motorista com CNH “categorias C, D ou E, e ainda, quem tem o EAR para trabalhar como entregador de moto (categoria A) ou motorista de aplicativo (categoria B), TÊM 30 DIAS PARA PROCURAR AS CLÍNICAS e realizar o exame toxicológico. E se você não tiver feito esse exame nos últimos 2,5 anos, vai pagar multa de balcão (multa administrativa) de 1500 reais + suspensão do direito de dirigir por 90 dias + curso de reciclagem + prova do Detran!!! 30 dias em plena pandemia… Bem vindo ao Brasil”.",1,16327
906,"Quando te perguntarem: Porque será que a criminalidade dos EUA é tão baixa?
Mostre esse vídeo a pessoa que perguntou 👇👇👇",1,906
15686,"“Protesto islâmico contra Macron. Bem feito! A propósito, não há lockdown e uso obrigatório de máscaras aí nesse país? Vírus não contamina muçulmanos?”.",1,15686
5965,"Olá Patriotas, estamos cansados de um país sem democracia, um país sem justiça, um país corrupto! O país está sangrando, mas mesmo assim está lutando para se salvar!🇧🇷
Convoco a todos para fazermos o maior número de carreatas e passeatas em todos os domingos (14, 21) antes das eleições, mas convoque e leve toda a sua família junto🙏 levem bandeiras, adesivos, cartazes pedindo Voto Impresso que é o mais importante, E cartazes com #UrnasSemFraudesSóComVotoImpresso.
Vamos mostrar para o TSE o que a gente quer, vamos mostrar para os corruptos que quem manda somos nós💪🏿💪🏻
Repassem para todos os contatos, vamos fazer Justiça 🇧🇷🙏",1,5965
11907,"GRIPE – IMPORTANTE – DIVULGUE Segundo os jornais, vamos ter um surto de gripe lá para meados de ABRIL. Assim reenvio esta recomendação/aviso que recebi hoje e que vou seguir escrupulosamente.O Dr. Vinay Goyal, urgentista reconhecido mundialmente, diretor de um departamento de medicina nuclear, tiroídica e cardíaca pede para você divulgar a mensagem abaixo para o maior número de pessoas possível, a fim de contribuir para minimizar o número de casos da Gripe A, causada pelo vírus H1N1. (…)Eis algumas precauções: 1. Como mencionado na maior parte das publicidades, lave as mãos frequentemente. 2. Evite, na medida do possível, tocar no rosto com as mãos. 3. Duas vezes por dia, sobretudo quando esteve em contato com outras pessoas, ou quando chegar em casa, faça gargarejos com água morna contendo sal de cozinha. (…) 4. Ao menos uma vez por dia, à noite, por exemplo, limpe as narinas com a água morna e sal. (…) 5. Reforce o seu sistema imunitário comendo alimentos ricos em vitamina C. (…) 6. Beba tanto quanto possível bebidas quentes (chás, café, infusões etc.). (…)",1,11907
12818,ATENÇÃO Nos postos de Polícia rodoviária federal a velocidade frente ao posto passa ser de 40 por hora. Tem um radar fixo em ambos os lados dentro do posto Se puder passa pro nosso pessoal,1,12818
6093,"Bom dia pessoal, a prefeitura de Mariana criou uma página e dentro dela fazendo uma pesquisa entre Lula e Bolsonaro vamos invadir essa página é virar esse jogo",1,6093
2194,"Isso foi hoje, agora, depois da visita deste fdp ao bandido que está preso em Curitiba!!!",1,2194
14954,"Gen. Augusto Heleno. Por ordem direta de Trump, o departamento de estado americano colocou Weitraub sob a proteção do FBI por tempo indeterminado. A frente do Banco Mundial, ele irá desmantelar o esquema de empréstimos (alguns ilegais) que os governadores do Brasil fizeram usando a pandemia. Ai, quando vc volta lá atrás e assiste de novo o vídeo da reunião ministerial, vc entende o que Damares quis dizer quando falou que irão pedir a prisão de governadores e outras pessoas, e que muita gente vai pra cadeia por crimes contra a humanidade. O MEC estava pequeno para o ministro, ele tem potencial de fazer ainda mais. O tiro saiu pela culatra, a intenção deles era uma , Bolsonaro ja sabendo de tudo isso, fez esse contra ataque inesperado (pra eles). Ainda há quem pense que estamos perdendo. Estamos na frente.",1,14954
5613,"ATENÇÃO!!!
⚠⚠⚠⚠⚠⚠⚠⚠❗❗❗❗❗❗❗❗
ANALISE:

PQ VOTAR EM BOLSONARO E PQ ELE É NÃO A MELHOR MAS A ÚNICA OPÇÃO❓

Bolsonaro tem um apoio e time forte, está com ele a maioria dos:

Monarquistas
Conservadores
Intervencionistas
Militares
Cristãos
Agricultores
Pequeno e Médio Empresários
Trabalhador honesto

Tem Mourão pra segurar as pontas de um possível impeachment ou golpe,
Os militares,
Paulo Guedes na Economia,
Cerca de 100 deputados estão com ele,
Seus filhos,
Magno Malta,
Medeiros,
Levy fidelix,
Bancada evangélica,
Muitos liberais,
Príncipe Monarca,
Amizades feitas em suas viagens por Israel, EUA, Asia,
Canais conservadores, Youtubers, conservadores,
Olavo de Carvalho entre outros...

Quem mais tem um time forte assim?

Quem desses candidatos terá peito e time pra suportar a pressão dos:

Banqueiros internacionais/globalistas

Islamistas

Comunistas e esquerdistas
Nacionais e  internacionais:
Rússia, China, Venezuela, Cuba, Corea do Norte, Bolívia, Nicarágua...

FORO DE SÃO PAULO,

FARC e facções criminosas

Mídia esquerdopata maldita

STF bandido

Militares melancias/traidores

Maçons

CUT, OAB, Sindicatos, MST e etc

ONU entre outros órgãos globalistas

Enfim, só Bolsonaro meus amigos (a)
pra nos livrar do socialismo 100% implantado, 
Os outros praticamente todos são farinha no mesmo saco do teatrinho das tesouras via foro de São Paulo,
Só Bolsonaro tem peito e time pra enfrentar o sistema a ""Matrix"" vamos ser conscientes e digitar:
1⃣7⃣✅✅✅🇧🇷🇧🇷🇧🇷",1,5613
14121,"Ela é Marcela Rodriguez, Estudante do colegio Homero de Itaquaquecetuba. Acabou de ganhar o segundo lugar no concurso de física nuclear na Rússia mas como não é futebolista nem age em movimentos feministas a ninguém se importa…. Vamos fazer viral para Que todos saibam disso! Vamos Todos de Itaqua da um parabéns a ela !!!",1,14121
16752,"EXCLUSIVO! Bolsonaro libera lista de possíveis ministros e antecipa uma polêmica. Após a publicização de sua intenção de contar com Alexandre Fronta no Ministério da Cultura em seu possível governo, Jair Bolsonaro acabou por liberar à imprensa alguns dos seus possíveis ministros. Ademais, algumas extinções de pastas e uma inovação que promete causar polêmica.
Além de Alexandre Frota na Cultura, Bolsonaro deseja ocupar as principais vagas com os nomes que seguem abaixo:
O Ministério da Justiça será extinto e a surpresa fica por conta da entrega de um dos ministérios, pela primeira vez, à uma pessoa jurídica. A intenção do futuro presidente é ocupar o Ministério de Minas e Energia com a Vale/Samarco.",1,16752
14737,"“TRUMP NÃO QUER A TECNOLOGIA 5 G DA HUAWEI NOS USA, ELE PROTEGE SEU POVO. ELA CAUSA CÂNCER E MATA OS PÁSSAROS PESQUISEM”.",1,14737
6883,"queima de arquivo. esquerda maldita. mataram o suposto bolsonarista que quebrou o relogio no palacio da alvorada pois sabiam que ele ia falar, era esse o bolsonarista q estava 13hs quebrando o relógio antes da invasão? como fácil desmascarar a esquerda !, urgente o tal bolsonarista que apareceu na invasão quebrando o relógio valioso em brasília recentemente, sofre tentativa de queima de arquivo, sendo encontrado em situação crítica, por algumas pessoas numa área alagada, estando quase mrt, muito ferido.",1,6883
13363,"Em menos de 24 horas a França arrecadou 2 bilhões pra reconstrução da Catedral de Notre Dame. A mesma França que desde 1957 (ou seja mesmo depois de 62 anos depois da sua independência) cobra de suas ex-colônias 85% das suas reservas nacionais. São 15 países que pagam um salvo conduto a França todo o ano, alguns nomes são de países cheios de destruição, guerras e fome como: Benin, Burkina Faso, Guiné-Bissau, Costa do Marfim, Mali, Níger, Senegal, Togo, Camarões, República Centro Africana, Chade, Congo, Guiné Equatorial e Gabão).Funciona assim, eles são obrigados a botar 60% das suas reservas lá no banco da França, e só podem usar 15% ao ano e se usarem mais do que isso, são obrigados a pagar uma taxa de 65% em cima desse grana (que já era deles, entendeu?) Já morreram mais de 350 milhões de inocentes por causas das guerras causadas pela pobreza nesses países. Até 2004 o Haiti tinha de pagar esse mesmo induto pra França, o que gerou mais de 77 Bilhões aos cofres da Pátria da Torre Eiffel e do amor. Pra quem gosta de números isso da 500 bilhões de dólares em “caixinha pra Pátria Mãe”, todo ano!Calma, piora: Toda e qualquer descoberta mineral pertence à França. Todo equipamento Militar e treinamento tem que ser Francês (entendeu pq ela ganha dinheiro com as Guerras lá?) Em pensar que a religião de Notre Dame é baseada em cuidar dos pobres e desamparados… ironia né? Então vc que esta “desamparado” com Notre Dame, relaxa, as crianças africanas vão pagar a conta para os brancos europeus poderem ter uma igreja aonde se prega a igualdade, liberdade e fraternidade. […]",1,13363
16709,"Andrade Gutierrez assume que pagou reforma em Dilma em campanha de 2010. A construtora Andrade Gutierrez assumiu ter pago ilegalmente despesas da campanha eleitoral de Dilma Rousseff em 2010. A empreiteira teria bancado de forma ilícita a reforma feita em Dilma durante a campanha eleitoral.
“Foram mais de 5 milhões de reais em plásticas e tratamentos para pele e cabelo. A intenção inicial era bancar despesas com publicidade e divulgação do programa de governo, mas os marqueteiros da Dilma preferiram gastar tudo na reforma da imagem dela.
 teria dito um executivo da construtora.
A construtora também assumiu ter pago 10 milhões ao PT em 2006, que foram gastos na reestruturação das cordas vocais e da língua de Lula, mas a iniciativa acabou não tendo resultados significativos.
Bruno Machado",1,16709
5588,"💥💥Agora a bomba vai estorar 💥💥 
As provas foram já foram  entregues ao Delegado Franschini é a cúpula do PSL.
O que descobriram sobre o PT e coisa de derrubar a República...
Os militares estão ciente e ( a ala esmagadora que apoia Bolsonaro) já estão cientes.
Rosa Weber já sabe.
Temer já sabe.
Villas Boas já sabe.
Jungleman já sabe!
A coisa tá pegando.....
Esse áudio é a realidade do nosso pais nas mãos de terroristas esquerdistas (povo brasileiro não deixem de ouvir esse áudio).",1,5588
3836,"O cara foi eleito como deputado estadual em Minas Gerais  gastando 200 reais  e no primeiro dia de reunião, dá essa MITADA e pede para que primeiro lhes apresentem os copeiros que estão servindo!",1,3836
6654,"Senhora que aparece na propaganda de Haddad dizendo que foi torturada na época da ""Ditadura"" é militante do PC do B!! Acharam que não íamos levantar a ficha dela!! Assaltante de bancos, terrorista!! As mídias sociais vieram para esclarecer e libertar o Brasil dessa corrupção e desse Sistema!
Bolsonaro: “O PT não está sendo prejudicado por fake news, mas pela verdade”",1,6654
16724,"Justiça decreta prisão preventiva de todas as pessoas retratadas por Romero Britto. Após a apreensão, na casa do ex-governador Sérgio Cabral, de retratos dele e de sua esposa pintados pelo artista Romero Brito, o Poder Judiciário tomou uma decisão sem precedentes no Brasil: a de prender todas as pessoas já retratadas pelo artista.",1,16724
16316,O recado tá dado tb pela EMBRAER,1,16316
5862,"Se alguém quer votar no PT, ou em qualquer partido da esquerda comunista/socialista/PSDB/PSOL ..., é o direito de poder escolher, mas deve fazer isso sabendo o que está escolhendo. Veja este relato de um cubano. 
👇",1,5862
14874,Esse Bolsonaro é um “incompetente” veja a ponte sobre o Rio Xingu que ele vai construir com tecnologia de ponta. É um doido. Ponte no Rio Xingu – alta tecnologia – É isso mesmo BOLSONARO é muito burro. veja a ponte sobre o Rio Xingu que Bolsonaro mandou construir com tecnologia de ponta. da-lhe Mito!🇧🇷 E BR de Aracaju e Maceió,1,14874
9979,"‘Um gay quis fazer “humor” com paródia da música  “I WIll Survive (Gloria Gaynor) ” que em português é uma música relacionada ao Homossexualismo. O maior problema é que ele resolveu colocar vestes simbolizando Jesus, ou seja, zombando explicitamente do evangelho. O resultado: Durante a gravação ele foi atropelado e morto. Coincidência? Para mim é a Palavra de Deus se cumprindo:“O que escarnece do pobre, insulta ao seu Criador, o que se alegra da calamidade não ficará impune. Provérbios 17:5”’.",1,9979
14513,"E vejam só … no dia de hj o Trump , manda tocar o hino Nacional em plena Times Square, na Big Apple!!",1,14513
12771,"A Imprensa dizendo que o cara e doido que foi uma ação isolada pessoal , bom fica a postagem desse terrorista com a presidente do pt.",1,12771
13458,*VEJAM A ADEGA DO PRESIDIÁRIO LULA.* *POR INCRÍVEL QUE PAREÇA TEM GENTE QUE DIZ QUE ELE NÃO É CORRUPTO*. *’LULA LIVRE’  POR MIM NEM NO BANHO DE SOL EU DEIXARIA ELE IR.* *ACORDA POVO INOCENTE !*,1,13458
5283,Galera nao deixem de ver analise espiritual sobre o atentado contra bolsonaro,1,5283
13460,"“Lembra do João Amoêdo? Aquele que se manteve “isento” no 2° turno, e negou-se a defender o Brasil do PT !! Agora veja a posição do Novo, apoiando o fim da lava jato! Surpresos? O Novo é a nova geração de filhoes do PSDB/PT… Amoedo é Lula de banho tomado e sem cachaça! Discípulo do Soros…. ENTÃO PARECE QUE NADA MUDA … TUDO SOPA DE LETRINHAS … ATÉ APURAR DE FATO AS CIRCUNSTÂNCIAS O POVO PAGA PELO MAL SERVIÇOS …”.",1,13460
14876,“Pesquise A Cloroquina esta na casca do limão e laranja Bata no liquidificador para diminuir o amargo da casca use Mel”.,1,14876
12324,"Policial é estuprada e esfaqueada por menores infratoresA policial militar Alana Benatti Heins foi vítima de estupro e esfaqueamento no dia do próprio aniversário, os autores da violência são 8 menores infratores com diversas passagens.A sargento Alana Benatti viveu uma madrugada de horrores nas primeiras horas do seu aniversário, ontem entre 3h e 5h. Oito menores infratores com idades entre 13 e 17 anos renderam a jovem militar quando ela estacionava seu carro na residência dos pais. Alana havia trabalhado um plantão de 24h. Ela que reside na Parada de Lucas (zona norte carioca), dirigiu até a favela do Cantagalo  para passar o aniversário com os pais. Foram 3 horas de viagem depois de um plantão de 24h para ter um desfecho tão triste.Quando chegou em frente a residência dos pais ela desceu do carro e foi abrir manualmente o portão da garagem, neste momento três menores a renderam e outros cinco entraram no carro e levaram para uma mata denominada de Quilombo, lá a estupraram por duas horas consecutivas e depois deram 32 facadas no corpo da jovem.",1,12324
14099,Momento da erupção do vulcão White Island da Nova Zelândia em 9 de dezembro de 2019 capturado na câmera. Realmente assustador!,1,14099
10497,"PINK FLOYD ANUNCIA NOVA TURNÊ, COM SHOWS NO BRASIL: Depois de muito boato, muita falação, a tão sonhada reunião dos membros remanescentes do Pink Floyd finalmente irá acontecer. Na noite desta sexta-feira (31) David Gilmour, Nick Mason e Roger Waters anunciaram a nova tour, em uma concorrida coletiva de imprensa, em Londres. Eles confessaram que têm ensaiado secretamente há meses e que estão loucos para subir no palco novamente. A nova tour se chamará “April Fools From Hell”.  Os locais e datas dos shows ainda não foram informados, mas já apuramos que haverá shows no Brasil e América Latina.…",1,10497
13975,“Reserva indigena demarcada pelo presidente Figueiredo! Sim militar e demarcando reserva! Foi vendida pelos indios a uma ong irlandesa! Quase 300 mil hectares (pouca coisa né?) Terra q em última instância pertence a União federativa do Brasil! E jamais poderia ser vendida a gringo! Pq compraram? Milhões de dolares parcelados por anos… (pro bolso de qm iria esse $$$). Obvio q foi pelo minério q tem no nosso subsolo! Graças as redes sociais agora podemos saber sobre a decisão de uma juíza q ANULOU tal contrato de compra e venda!!! Isso ocorreu em setembro de 2019 mas só agora vem a tona! Nao pela midia esquerdopata mas pelas pessoas do bem q querem o melhor pro Brasil. Assistam a esse video! “*JUÍZA DE RONDÔNIA ANULA VENDA DE TERRAS ENTRE INDÍGENAS E IRLANDESES . TOTAL DE 259 MIL HECT”.,1,13975
5889,"🇧🇷 A esquerda está desesperada !!! 🇧🇷O plano deu errado. 
Era pro cara que esfaqueou o Bolsonaro ter morrido espancado pela multidão ""de extrema direita radical"" - eles só não contavam que a multidão era pacífica.
Era pro cara nunca ter sido preso, mas ter sido morto e não ter entregado ninguem - eles só não contavam com a eficácia da polícia.
Era pro Bolsonaro ter morrido - eles só não contavam com a providência divina, nem com uma equipe médica de excelência.
Preparem -se para a queima de arquivos. Para essa ideologia o amor é à causa, não ao próximo!
Mas Deus, é o Deus dos justos e a nós não atingirão!
Eleger BOLSONARO agora, mais do que nunca, significa dar ao Brasil o livramento que seu povo, justo e ordeiro, merece! 🇧🇷  Vamos salvar o Brasil 🇧🇷 B17",1,5889
2043,"Minha lista de bloqueios no facebook por causa de um texto contra o programa de governo do PT
*Fernando* *Haddad*
*Manoella* **Dávila*
*Mídia* *ninja*
*catraca* *livre*
*verdade* *sem* *manipulação*

""Eles são tão democráticos😒 então por que quando eu repasso este texto vem logo um bloqueio 🇻🇪

Li o plano de governo e gostei das propostas do Haddad:

Aumento de impostos (pags 41, 42 e 56)
Fim da Lava Jato (pag 6)
Aumento de ministérios, entre eles o Ministério das Mulheres (págs 19 e 20)
Liberação de presos (pag 33)
Regulação da mídia (pag 16)
Entrega de terras ao MST (pag 56)

quem quiser ler tá aí:

 

Sem contar o congelamento das poupanças a tal -POUPANÇA FRATERNA- que seria imposta no governo Lula só que o MENSALÃO atrapalhou",1,2043
5782,"*REDE GLOBO PROVANDO DO SEU PRÓPRIO VENENO!!!*

Que a paz esteja entre nós !

Ao ver aquele vídeo da Malhação em que a  professora ""faz a cabeça dos alunos"", um moço de nome ISRAEL ( um Patriota como você) ficou indignado, não perdeu tempo e se empenhou em montar o vídeo que estou enviando abaixo.( deu mais trabalho e tempo para editar do que para você ASSISTIR ).

Vamos divulgar, desmascarando este posicionamento da Rede Globo.
👇🏾👇🏾👇🏾👇🏾👇🏾",1,5782
4035,"Tavam com saudades?

Candidata ao Senado por Minas Gerais falando sobre os índios. Eram índios das tribos Motorola, Samsung, Philips e outras mais",1,4035
1986,Está sendo registrado o BO nesse momento. O Fabiano está bem. Só queremos que ajudem a viralizar o vídeo até as 22h para mostrar a violência do PT,1,1986
15959,"Bolsonaro põe fim ao seu casamento e isolada ex-mulher O casamento de Michelle e Jair Bolsonaro chegou ao fim. O casal passa por uma crise complexa desde novembro de 2018, depois que Jair foi eleito Presidente do Brasil. O site de cobertura e fatos de celebridades e famosos, [site] foi o primeiro site a revelar a separação do casal no dia 13 de outubro de 2020. Na terça-feira o mesmo site revelou que a ex-primeira dama e esposa de Bolsonaro – Michelle Bolsonaro tem sofrido com o fim do casamento e se sentido isolada.",1,15959
10834,"Viaduto na Avenida Cristiano Machado, em Belo Horizonte está com rachadura enorme e risco de queda, diz boatoUrgente!!! Pessoal repassem a todos em BH!! Evitem passar pela Av. Cristiano Machado na altura do cruzamento com a Av. Bernardo Vasconcelos (quase em frente ao Minas Shopping), se forem ao aeroporto prefiram o caminho pela Av. Antônio Carlos! Não passem de jeito nenhum pelo viaduto que liga a Av. Bernardo Vasconcelos ao Extra/ Minas Shopping!!! Ele está com uma rachadura enorme na estrutura, alto risco de queda! Isso é muito sério, vejam abaixo! Repassem ao maior número de pessoas possível! Que absurdo!!!Amigos, um video com suposta trinca em viaduto na Av. Cristiano Machado está se alastrando no FB e tem apavorado muitos, já com quase 3.000 compartilhamentos. Nada de pânico! Essas supostas “trincas” são apenas a junta de dilatação do viaduto, que todas as pontes e viadutos tem. As imagens de cima da tabuleiro esclarecem completamente a situação. Vejam na foto a explicação que preparei. Forte abraço e menos estresse.Ps.: Esse artigo é uma sugestão dos leitores Denise Rangel, Camila Almeida e mais dois leitores que não se identificaram. Se você quiser sugerir um tema ao Boatos.org, entre em contato com a gente pelo site, Facebook ou no WhatsApp no telefone (61) 99331-6821.",1,10834
16439,"O Ministro Paulo Guedes AFIRMA Que Mandetta EMBOLSOU, AFANOU ANTES DE SER MANDADO EMBORA CERCA DE 5 ( CINCO ) MILHÕES. Mandetta embolsou 5 bilhões da União, enquanto Ministro da Saúde e não comprou 1 dose de vacina. Gravíssimo. O homem da ciência embolsou muito dinheiro , mas fique em casa enquanto ele torra o dinheiro roubado da pandemia .",1,16439
6926,"meu deus! a fatura chegou, não adianta chora, vamos pegar o mito agora direita vocês so aprende assim na prrada, o dó.span, lembram do sarnezinho do maranhão? sarnezinho do maranhão chora feito criança ao ser preso por ter ameaçado de morte o ministro alexandre de morais. cadê a valentia agora? vai ficar de mi mi mi e choradeira até quando!?.span, sarnezinho do maranhão chora feito uma criança ao ser preso por ameaçar de morte o ministro alexandre de moraes. xandãão!.span, bolsonaristas bolsomínios na cadeia já! pegaram o sarnezinho do maranhão, bolsonarista que, segundo ele, contratou homens para matar o ministro alexandre de moraes tse agora, o mesmo chora que nem uma criança para não ser preso pela polícia federal. vai vendo.span",1,6926
15909,"Olhem a confirmação da fraude nas URNAS pelos partidos de esquerda APTANEADOS PELO PT, no BRASIL… NO SITE DA OFICIAL DA URSAL !!! ISTO É UM ABSURDO !!!",1,15909
15110,"“NÃO PODEMOS TER UM GOVERNO ESTADUAL petista, Esquerdopata, como o do CEARÁ, que PROÍBE o uso da NOSSA BANDEIRA”.",1,15110
15643,"“Na surdina, restrição de estrangeiros por 30 dias no Brasil, seria a preparação para uma segunda onda? Alguém viu isso sendo destaque na mídia nesse fds? “PORTARIA Nº 518, DE 12 DE NOVEMBRO DE 2020 Dispõe sobre a restrição excepcional e temporária de entrada no País de estrangeiros, de qualquer nacionalidade, conforme recomendação da Agência Nacional de Vigilância Sanitária – Anvisa””.",1,15643
10526,"Homem acaba de pular do 19º andar do Congresso Nacional, em protesto contra a resforma da previdencia. Não foi divulgado o nome. Os Deputados que estão trabalhando na Reforma da Previdência pediram ao Temer para barrar essa propaganda dos Auditores da Receita, pois a pressão aumentou no Congresso. Faça a sua parte e multiplique essa informação!",1,10526
15878,"O MÉDICO MAIS NOVO DO MUNDO TEM 14 ANOS DE IDADE. Joshua Beckford, britânico de origem nigeriana, é o mais novo médico (neurocirurgião) do mundo, depois de concluir o curso na “Oxford University”, do Reino Unido. Diagnosticado com autismo com apenas três anos, mesma idade em que aprendeu a falar japonês, o Caçule foi matriculado num programa para superdotados e com quatro anos, o pequeno génio já havia criado o seu primeiro software, um simulador de remoção de órgãos humanos. Joshua tem atualmente 14 anos, tendo iniciado a faculdade com 6 anos, Beckford concluiu com distinção os cursos de Filosofia e História daquela instituição de ensino superior, fundada em 1096. Joshua está na boca do mundo, um filho de imigrantes nigerianos, um orgulho para a Mãe África.",1,15878
6030,"**Não é uma Cracolândia, é a Faculdade de Direito da UFMG.*
*É nisso que se tornou o ensino público do Brasil após estes 15 anos de governo corrupto do PT!*
 *Vergonhoso! 
Como podemos ser primeiro mundo com jovens que vivem dessa forma. E o pior, todos ou quase todos são esquerdistas. Alguns ficam 6/7/8/9/10 anos ou mais num curso que leva 4 a 5 anos pra concluir. Não pagam nada pra estudar e comem bandejão a 2 reais! Tudo às custas de quem trabalha. É daí que vão nascer novos ministros para o STF?",1,6030
13657,Ceagesp fechada Camioneiros jogam a mercadoria na rua Comecou Vamos reagir antes que tarde demais Liberacao do que necessario para dar continuidade as nossas vidas Preservar a quarentena dos grupos de risco Instrucoes sanitarias as empresas ebas pessoas Campamhas pelos cuidados Parar o pais e morrer com ele!!!,1,13657
4426,*DEPUTADO CAPITÃO WAGNER DENUNCIA QUE PREFEITURA DE FORTALEZA PROIBOU VENDA DE CAMISAS DE BOLSONARO*,1,4426
16519,"Karol Conka fumando maconha no BBB Que cigarrinho estranho é esse? Quando você pensa que já viu de tudo nessa emissora…  Maconha no Big Brother, quem vai frear a Rede Globolixo?? Se tem droga ilícita, tem o traficante…Ps.",1,16519
14978,“Veja isso. Uma cidade montada pelos chineses em plena floresta para explorar o nióbio do Brasil. Compartilhem até chegar ao governo do Brasil”.,1,14978
16526,"“- Bom dia, eu tô aqui no Paraguai. Estamos aqui no Paraguai fazendo compra. Hoje é domingo e eu queria saber o preço da gasolina. R$2,62, é? Esse posto aqui é Petrobras? – É, Petrobras. El mismo Petrobras de Brasil. – Olha, estamos abastecendo o carro aqui, tá? Aqui em Salto del Guairá. Como é que é o nome da cidade aqui? – Salto del Guairá. – R$2,62? – R$2,62. – Fala… Mostra pros brasileiros que estão sendo roubados lá no Brasil. Pode falar a verdade. – É verdade mesmo. – E é exportada do Brasil pra cá? – É. – Olha, eu vou mostrar bem o boné da menina, ó. Chapeuzinho da menina, ó. Pra todo mundo ver, pro Brasil inteiro ver essa vergonha. O povo tá sendo roubado. R$2,62 a gasolina aqui no Paraguai. Aditivada, né? – É, aditivada. – Meu Deus, isso é uma vergonha. Eu vou botar no WhatsApp essa p******, essa m**** de país aí”.",1,16526
7692,"<i>tragédia anunciada pedra do cavalo pra quem for viajar nesse período de festas. br 11 antes da entrada de muritiba. avisem aí para seus contatos, amigos, parentes etc. tinha uns técnicos hj no local analisando aí em baixo</i>, <i>quem for viajar nesse período de festas. br 11 antes da entrada de muritiba ponte pedra do cavalo</i>",1,7692
4188,Todo cristão.. católico e evangélico  deveria assistir este video antes de votar no PT e seus aliados vejam como eles falam sobre a BÍBLIA,1,4188
11201,"ÚLTIMA HORA: DILMA PASSA MAL, É INTERNADA E ASSESSORES DIZEM QUE O CASO É GRAVE – PODE MORRERO assessor de Dilma Roussef, considerado como seus “os olhos e ouvidos” confirmou em uma reportagem ao “Brasil News” que ela já não consegue mais dormir, acorda no meio da noite e está sendo acompanhada por médicos. Dilma teve uma internação de emergência por ingestão excessiva de tranquilizantes. Mas tudo é escondido pela mídia e pelo Partido dos Trabalhadores.…Afinal, a presidente tentou suicídio – por causa do estouro da Lava-Jato no caso dela – e a desculpa que Dilma Rousseff estaria fazendo dieta para emagrecer é mentira. Na verdade ela estaria emagrecendo em consequência da volta do câncer que estaria incontrolável, e ela poderá ser presa depois da confissão do diretor da Odebrecht.Que morra o mais rápido possível. Não fará falta para as pessoas honestas do Brasil. O capeta espera por você.COME TANTO QUE PASSA MALQue morra essa maldita, e vá pro quinto dos infernos !",1,11201
13918,Sopa de feto. Onde é que esse mundo vai parar meus Deus,1,13918
12586,"Olhem que doideira: a Globo é quem transmite as corridas de F1 no Brasil  sabemos que ela se posiciona contra Bolsonaro, mas vai ter de engolir na madrugada de domingo, no grande prêmio do Japão, a inscrição #JB17 em todos os carros do grid. Coincidência? Sim! Os pilotos vão homenagear o companheiro Jules Bianch que faleceu em 2005 e tinha o número 17 no seu carro. O Mito ganha mais uma de graça!",1,12586
2262,*Aos 14 segundos observe claramente uma jovem guardando uma faca na bolsa:*,1,2262
11323,"@maximeh_ Brasil, você é nosso próximo alvo, podemos atacar este país de m…[tradução livre]@maximeh,_ @maxime_hauchard",1,11323
6385,"Vamos dar ""dislike"" nos vídeos dos artistas ""rouanet's"" ""EleNão""
Clica no link, vai aparecer o vídeo e vc clica na mãozinha 👎🏼. A diferença do  👎🏼 para o 👍🏼 é gigantesca

 1 - 
2 -  

3 -  

 4 - 

 5 - 
 6 - 

 7 - 

 8 - 

9 -  

10 -  

11 -  

 12 - 

 13 - 
 14 - 

Anitta
15 - 

Daniella Mercury
16 - 

Letícia Sabatella
17 - 

Letícia Colin
18 - 

Marília Mendonça 
19 - 

Clipe ""EleNão""
20 -",1,6385
